anthropic_vote,available,case_id,counts,estimated_input_tokens,gemini_vote,grok_vote,image_basename,image_fingerprint_hash,normalised_input_hash,openai_vote,original_case_id,outlier_provider,outlier_vote,pattern,pre_score,quote_fingerprint_hash,quote_hash,selection_reason,signals,source_subset
replace,4,a53c2ebadd2dde95cd5f,"{""replace"": 4}",2628,replace,replace,tg_cf7a03be1c6e34efbcfec0cc8010544e2deab777a05cb0193d237814244f5c8e.png,0da508438e56d462d8eeef3740e8c5b307da3179ba0761ef6d7c45500eba4dd9,fa5983e3140b880a45e87cb909804d3353d0645dc77f841b204cf6b13600a444,replace,a53c2ebadd2dde95cd5f,,,4_replace,,2d347d6e3a7b6ed1d272d5c2aee05de9ab4a61e98037be003df580eb9b4ccdf7,e420176a6b146e2eda0f52594cc44bc7623c8c4f62a9125b1ea5d1b5e6def100,original_25_regression,,fixed_regression
unsure,4,b467ac8ccfc2f225aad3,"{""keep"": 2, ""replace"": 1, ""unsure"": 1}",2099,keep,keep,tg_8032ac6c90f358c9f5146680280edda94a7475b752b3c8e64c1670ba64986822.png,5915edae2874a5d5709ab12ed16fc43adbed83b8d71e276d06a934497f8dc1f4,6f27e07a70c84aab96827de738b0ee2b243ec8634d981ec6e22aa74e1e61aea2,replace,b467ac8ccfc2f225aad3,,,mixed_with_unsure,,52e5d44cc864199798a9efb7644a47a0ebf75e8c0bb7a902ea7e3e14fc5d6e1d,9238f8fd1375c7adf1ba8b92c4f2330383a6faeaa5210fa20e858032be1e2223,original_25_regression,,fixed_regression
replace,4,e64eaa98b9e825be7e66,"{""keep"": 1, ""replace"": 3}",1896,keep,replace,tg_2b351e489fc2b20f68c7f7867b3b17fb1636bb3ed2e7b6593e3345e10b09d5a2.png,7c4ab92e9f949316769135f2c9f6f1bae723b7e7aabeb1667000a05030378392,45a8dfa8fdca345830ea8360101d17cbf400378d278dcd8c2dcddc617010ca6f,replace,e64eaa98b9e825be7e66,gemini,keep,3_replace_1_keep,,f719412f5971e51160b56336b137d1aca28c484c76c4411f1ce5057c18ca6a7a,15bd818b86c205c6364eac5614bdda8a9daa968bc6336d9605cf05dacc6a7712,original_25_regression,,fixed_regression
replace,4,6eb60852343c65542ab6,"{""keep"": 1, ""replace"": 3}",2070,keep,replace,tg_7d67f551934f28edeff341b70ccfce5f65234b2e73ec99a1b60bd0dda30606b4.png,d7c78150d849872fff6c12b5f5eee9a26457631110a4fe4ccf7a768b24265b62,6069937a0f99df6b29bd786f5725e2a9e285ec6e7fc17cec61e4a4ae099dc529,replace,6eb60852343c65542ab6,gemini,keep,3_replace_1_keep,,782c8da7e0844065d630ff81b96bc7784fed12679e9fc41e60ec2da3d9b9ce80,e1d78bc63369145f6cf7462d8ad5f15dceef929c0469aff64d3bde1e7a188f18,original_25_regression,,fixed_regression
replace,4,5adcb6f1fbaad21d5ae0,"{""keep"": 2, ""replace"": 1, ""unsure"": 1}",2446,keep,unsure,tg_7fcbc9b9b70b6bf56c1d90c0a6e34ecf0e9e31db416700afc372265999e35370.png,47fd1d2bfc6c42e88d06017ccd69fa6cfe99396fed747a900ffbca41483edd93,64e34f2acd6cc1b3da97debc359668c915927ae4c3c71e26869682b2130912f0,keep,5adcb6f1fbaad21d5ae0,,,mixed_with_unsure,,49f08b77f902c7229a38cef594e94cb56b9e0ea51aad3b0a0bd5595e051e8ddc,d8d6c7072f6270973723a19a5957f4a8010ebe58d444fc58726504aff276c48d,original_25_regression,,fixed_regression
replace,4,588a0074decf861a546b,"{""replace"": 4}",2225,replace,replace,tg_6ecc88f6e06f86515044a409421f059b2cf756001b9a6929a0183808a9b2e19e.png,7aac8b0145f96a0c6ebea98f0460866958d1cd72ea835020c3b7396fd81cab21,f050d77df8abfffce8c20ca35e98e238ee7bc44ef13ce332da5302bf862a2aed,replace,588a0074decf861a546b,,,4_replace,,aa0b2f54a5ecd03ed8d4e903eaabf79fb36fd4825bc6b6cea6de48462db25094,c4e1b1ec6b7929df457805fc87fa5f66b85706894c0b62ffe1fb57ba64569237,original_25_regression,,fixed_regression
replace,4,e233a9d10b3eea4cbd37,"{""replace"": 4}",1887,replace,replace,tg_7d67f551934f28edeff341b70ccfce5f65234b2e73ec99a1b60bd0dda30606b4.png,d7c78150d849872fff6c12b5f5eee9a26457631110a4fe4ccf7a768b24265b62,65bcb4e1f7fca9dfe82e361577cd9e9579035c9c127fbc6bc98132548e16896f,replace,e233a9d10b3eea4cbd37,,,4_replace,,a56b153545110c247c6503761307e7c0021bfb189dd2c2f02d53270444d36c0c,3e1a0b3d5d9dede45d7780b3032297c02d710093bb26876608d34d5ccc160586,original_25_regression,,fixed_regression
unsure,4,34804ca152e0e279c7ff,"{""keep"": 2, ""replace"": 1, ""unsure"": 1}",1833,keep,keep,tg_684fb4425801aebe8e8c52211921567da1cf4bd04cee430a3b30bed03d3276f5.png,9526b26e27113d4a611b1f77f1717ae92870a840f5db94d502d2bb9c207ec344,39cc5a86ffaffe98185d61436c20e17a65fc54062649eff26e18d57adf4eb860,replace,34804ca152e0e279c7ff,,,mixed_with_unsure,,5f9289736f61ea80874fc1c7ed9954ea6e9740c6b08c036771fd5beae30eb42b,3fca53c7e514fc68ab6ce08d5ea1ce0be2ce03bafc1df3663f0677d1121cebe2,original_25_regression,,fixed_regression
keep,4,e05e08ebeb6230dec78c,"{""keep"": 3, ""replace"": 1}",1866,keep,replace,tg_9fd092ecc3b3693cecc5058d3c41366a83c3bc4459e8efd8762d37b1ad67ce21.png,50427904c366eeec016cd33a6f90119edf364920cb452176c184adfe51b50e6b,74939267c5f2bc350dca603e7bd9d5b950d5e290f7983e1468bd56fe4551c2b8,keep,e05e08ebeb6230dec78c,grok,replace,3_keep_1_replace,,6ab488a73329f2623cc798f77067c43bc34b4d4b2622278fbdf6eeddcc131274,f132ff5d665aea62ccdcef9f6e14da4da22ecbca330d8dfe3175b93b47c28161,original_25_regression,,fixed_regression
unsure,4,70f14e2e72a292a3ae05,"{""keep"": 3, ""unsure"": 1}",1942,keep,keep,tg_0f3c7da5b7971b89c68fb0a5a07b1b23c563c32a94ee6b3ae5a77fce11d95bcc.png,e8f3356891cf72b781e03ab41574755afbc2afbbe26732c5a2c4dfc72771fa2f,5c0597fef0205f9c96302562c2cf726044b2d79a06f76bcc04fe8d77e00c46bd,keep,70f14e2e72a292a3ae05,,,mixed_with_unsure,,8a423ae784dfc9975045b75eed5d57fda18a32bde8a115735267d1ec63c79465,74539c04c492f1b8147b584a781b2f32c7f4f68e8c2f6773ff9415ff31c1a2b3,original_25_regression,,fixed_regression
replace,4,b98adf9e78161b670ad5,"{""keep"": 1, ""replace"": 2, ""unsure"": 1}",2197,keep,replace,tg_90af9e1629ef38b0590076820045b36c3540189f849fc38d7cdbbbea4ae2c1b2.png,535bdbd4bcd31a7f05321ac0dabfed65fd22006764232f493f2cef1684f2e9b8,c53802cdb545fed2b39ce00c6ee67897b8c91a749ff25cdc8fb300b8b4d08885,unsure,b98adf9e78161b670ad5,,,mixed_with_unsure,,593ab027a1b651a4e101e9f52ecd58a7f579db88ee8f61ed7f5ab03a4718a868,faf99f3030693b0a55f0116194551792f3c4ea51261d7310eca7fb4d33b667d5,original_25_regression,,fixed_regression
unsure,4,bb9f364836998e185eec,"{""keep"": 1, ""replace"": 2, ""unsure"": 1}",2409,replace,replace,tg_e259f9a77a234e4d03f415740045fb374b7c68eba06f857d7c79a73500dafe37.png,c05f4e53b4ce2ad3a86b0726bac09afdc8ebb9c587688186b36919d17e2445dd,c551ebdc48c83623fe22955327e8449344a9de002f58c82789981b584194b745,keep,bb9f364836998e185eec,,,mixed_with_unsure,,d65c1f37f1eaa36aa4d33aa2e2052e7894f74c8bed65f52e5f0e073aed1bb10d,0acb6cd5c5ec0ed58b882f3f4077b6f65f04b100ebfde6ace075c1993736b51a,original_25_regression,,fixed_regression
replace,4,68c044ce4d015237c2fe,"{""replace"": 4}",1879,replace,replace,tg_674edd406aaf07fbc4ca5e75563eda331453fdd240176531871d0671c6473113.png,d44666e718c3f11c759e987ad0a5dd2ed8b371fa99cca7dbe815876f27ef3009,ac0f38a7dae1d4f20218127b56f475c8ef355c6160da5674108272758d8db0dd,replace,68c044ce4d015237c2fe,,,4_replace,,dc6f3f4b75a6fee779028e618b5e77835e01f7f1da1965317e911666fea6df57,2c199e4d003a077c147b447efa9eb68941bf1291a7f4dd3653a7562414950d9a,original_25_regression,,fixed_regression
replace,4,f0ededbfbe6886c49db8,"{""replace"": 4}",1982,replace,replace,tg_33eef87a7e4bd7c159bdb35f0378709b1c0324477b62d344e3b3ceec9e7f19a3.png,ec764085343d5db051af3f29d244771d361299362f0deb861113b61cc48484f5,a7fc0f9fa0ee0b86d9b88d2305e58fc6cb18950a402fd5edbaa1042224db412a,replace,f0ededbfbe6886c49db8,,,4_replace,,b05d162215aa51e44371f4e78d7030e8e12e8d9ba493b6914deeebe3d97f76a4,bed480dd508146bdeb65d9d58bfaa03fa35f7814e700a4b3bf6b8b99830822de,original_25_regression,,fixed_regression
replace,4,b7cd43663a96e63b5b69,"{""replace"": 4}",1957,replace,replace,tg_15bd818b86c205c6364eac5614bdda8a9daa968bc6336d9605cf05dacc6a7712.png,64fee7eaa6ff07d92b4aae6a4879d19fdecd51c656355902e4542d5646fd5b4a,8cd52ba14547a5e3a197c760d49916a5f0bebfda7fa8431bd99cabecdf877d77,replace,b7cd43663a96e63b5b69,,,4_replace,,8e082c3db557f30409d088484f0f3113b0ac0658b7d24b329936621df2de7b3b,c9040d5f09e96cfcae62fba63d73e4d255213b39864fd89b623b67c4f8dbd18b,original_25_regression,,fixed_regression
replace,4,b91acbe2638b652a9ee2,"{""replace"": 4}",2099,replace,replace,tg_5fbdcee710fe7e18425f4eeefe811890b3c8a03803f78b23685ad11309840679.png,2b08f5dc77c9e9dc267863f262cfba38d39395c52865d007f005102f1e81db0f,9bce1432dca99f64ae3f91fe5a87fc7fa616df959e002a368326458d20ae4d30,replace,,,,4_replace,,bcde42ad49dd399ef1ef27b4bb96cfdd6a5393fc5e14c87af605aea348e244d5,c9003765734e425db58b6c58a9045c093fa5abe71b8bb262ad3b620e753cf545,canonical_editorial_winner,,canonical_or_production_validation
replace,4,51cb83e595bad3ca57a9,"{""replace"": 4}",2147,replace,replace,tg_ae1ce8a812279c8dd97b71cfcd5efc578ba06dea161ef2de4a2091205eba279e.png,fbf150432e9cb8fe5c7fd20b0b7a08a284bb87a5da64b1a675f1a21178f46ff1,6b98bc412dd74418eb57dd27299d03f702ab7f93bb1bc9314512b28b160e9667,replace,,,,4_replace,,7e8479daab2d898617da1568b52c51e312249bb7b70ae26d772ae6c565575ebe,c0c20416dce3033550ca0fc32b1a21b5302986c4595379da090002c38f6aac57,canonical_editorial_winner,,canonical_or_production_validation
replace,4,5ee09e911880e1cf9922,"{""replace"": 4}",1964,replace,replace,tg_2a4c080a88934c20c64f8c8a793f2aa39fbc653108387d1af27dca8f885a9f14.png,0d03e288d47d713a59cdba6c1ca0176ee51c5882c6ed6492c2230863e31bf820,4fdfc6dd3fe43578719e2cf17b318c2fd6ba5ad36639257f9be4caf3822ccc43,replace,,,,4_replace,,7e8479daab2d898617da1568b52c51e312249bb7b70ae26d772ae6c565575ebe,c0c20416dce3033550ca0fc32b1a21b5302986c4595379da090002c38f6aac57,canonical_identity_winner,,canonical_or_production_validation
replace,4,fef4ae7229d4f0a1bbe9,"{""replace"": 4}",2198,replace,replace,tg_61a9371a23ddbb958d63bdc98006bcb3eb7780f7468b67a87d8ab40a4db873e2.png,2ed83f600688ce79145a22351a2ca5b587232497a055665b9317c5255c693612,c302658cbf4e3c22ed7b3b165ce909b6cb2b23a3071a2730862b36b460cc79cb,replace,,,,4_replace,,4e74b888bd955410a7bf806c28730d2afac16297df95b86b51d4104de6320040,d5371da309d337df802d77431c030251c5fa2c0d453c7e3cc683895f9438875c,canonical_editorial_winner,,canonical_or_production_validation
unsure,4,2dd7d5be467d73714b05,"{""keep"": 3, ""unsure"": 1}",2290,keep,keep,tg_661b01c39a8d223df51cd0365e79ffe7e3c4f86ac81fa0af114ce95be49cb831.png,0c21ff4e58aadab42b22be18b75af462f76ad79691d240e7dec47f1ba7707c60,084db2e0c5da403e8ac828db5c462ef84484ec8374d592b70a485910ec2319cc,keep,,,,mixed_with_unsure,,152b4991cb3d2dba5c65f082a61702d975a0d5b9370959fdaf94fba5257250b3,75f102a1b859b3fb5b260f7a35da8a63eeddbf04babd3ed2cdcac22889acd2c0,canonical_editorial_winner,,canonical_or_production_validation
replace,4,b57f4239b0860276432b,"{""replace"": 4}",2008,replace,replace,tg_8801edc3bfe1b10de36f91a999f8228b1f9640ec9fc18bbd0a6244c5bfad3906.png,9f4be76316e3772a9f0227a2eae6ed1e42d79799cc41c0607965b17f4611e27c,3211bf769649658b1001fb4c8bd5c4e8f9c5c5d5cf46ed1d6d6786b951b61708,replace,,,,4_replace,,ccc560eebe33ac785ea031f0bee956d820f797dc3be97f89c604edc5d8eda58f,a9b4ea7f342a8cbc4ae919c097a9e968d5617e956dd0439e8f423fb6c8dc9942,canonical_editorial_winner,,canonical_or_production_validation
replace,4,35b60acc6360b7892c75,"{""replace"": 2, ""unsure"": 2}",2438,unsure,replace,tg_6ecc88f6e06f86515044a409421f059b2cf756001b9a6929a0183808a9b2e19e.png,7aac8b0145f96a0c6ebea98f0460866958d1cd72ea835020c3b7396fd81cab21,a88f2a16ee38124e80f096c8cf2f3d0d2579c1f7b8ba1c88382bf12e5d11405a,unsure,,,,mixed_with_unsure,,5e3dd8b1847ecd28912ac90069587b78e7c3c10845dd95cfe00cfb960b431925,a5d5247aeaf51c12cf4cde9b4e00709f034edc201bf2d62d8c39ca16c4854ff3,canonical_editorial_winner,,canonical_or_production_validation
replace,4,c943ec8c941faaccae91,"{""keep"": 2, ""replace"": 1, ""unsure"": 1}",2110,keep,unsure,tg_5e892c3dc2c64f50bfa16bae89ebe44c7e8176e90d70096859d3588c364d4442.png,f1b14a177d1056c48c2ddf888ff0799f511b2fa761fd4ce4b04d708aa4f90c7c,8b095c2f2426f14261ecc196da1f3d12bfce64324bb95844dc946b6549d611da,keep,,,,mixed_with_unsure,,424ae92ab9ce14ec1495b19430b35e286d1a2368dc704a93547c3bd0b615e5d9,bfa95080906d7641a3588674108dc5b8943d24614cb41d2980e5767bc4378662,canonical_editorial_winner,,canonical_or_production_validation
replace,4,ccf115bfb2534de79fd3,"{""replace"": 4}",2298,replace,replace,tg_8032ac6c90f358c9f5146680280edda94a7475b752b3c8e64c1670ba64986822.png,5915edae2874a5d5709ab12ed16fc43adbed83b8d71e276d06a934497f8dc1f4,21d404b6d2696279d6d060c5de03d6c8d13b6c7e85594aa47ccad696075315db,replace,,,,4_replace,,090b6f7a31177d34aeb9f10f022c3fe85cb45494bb6351d31db0001147f3146a,fefc492c45dc2265d37922700e7699addc2ce16f74d4f03f44a281e36c9228c1,canonical_editorial_winner,,canonical_or_production_validation
replace,4,11f5347c5573e7bf13ff,"{""keep"": 1, ""replace"": 3}",1975,keep,replace,tg_d4013aa361485ab2894f71e426c705de78455e93d37fe3f4d2ae27727c70c88c.png,7179dbd774101861491197510f812511776d453e9c79f07ff80ff654fc526545,548f64a4e53072774006a61a01028af01b0d737f4d8ac276d19fc05dcde6e37b,replace,,gemini,keep,3_replace_1_keep,,f670c6adfc41930a688c23ac63bed2d6810fdd39bdbad084ffb2b68beb0e94f8,c5d53bc0acdfd5d99f34fcaa9963cf742d3f2c67a49fe49259cb3afb17e41956,canonical_editorial_winner,,canonical_or_production_validation
replace,4,2eb5e9d63b824978c170,"{""replace"": 4}",2088,replace,replace,tg_8d9fa1bf449aa2112a5e80faa2999485caf0d3d00dc7963cde47ef3387eec003.png,d01d5abcfc64a0c0572747df9a6b6337cabe7acbc22c6c924575fed79cfe4f1b,948ca2e923339aab1edda62c5cd7dfbc55669fec604d692b7f321fee22206c8a,replace,,,,4_replace,,1b3c4697d7e3b2d9ffa26a8c8d1d5ec77b7694631015739f5e6658c9f59f2733,6871cbac95a92fcbc6b383ed1031d694399351a54e3bf1c81bd86239a1b807e4,canonical_editorial_winner,,canonical_or_production_validation
replace,4,6448f9cf3c69643311ba,"{""replace"": 3, ""unsure"": 1}",1968,unsure,replace,tg_bd0a36b2007a17e5bc60d6104427e2b03f138bd0ebf8230f4abb07e6fa3b4ac1.png,e6b5bbff877f72d028c2e1625c88fedad3852dac79776d22d6a4b4725583284b,8d6803e3daa18826eb75f5b5b95a28fb9285159cd7d0afaebfadd5c98d159f1f,replace,,,,mixed_with_unsure,,eb58bb5c9590cafa73d1a15b0055f8479f090ddf7ab89979b9c213999c8b7b77,486ac8259439d7b2857b5accce1e57ee83bce66c0408024af831510649a4ef5e,canonical_editorial_winner,,canonical_or_production_validation
replace,4,834ee4d3d91ddb19313a,"{""replace"": 4}",1835,replace,replace,tg_f4323817daee5cef16fa5d83879823f2da5506152fcb7b1b1ce5c777ac036d4d.png,aeb4fc4d4ca74140e091f4b0d3616f2a344d5982e8bf132e56d27a1a3d070d42,567d3c4bee4e041054adfcc1991222b9fe45bb5bbd91a0d66386fdfb37a1f402,replace,,,,4_replace,,2d4bbb9c8d494aa66fc3ece205c0bb2c6beab678a80edffd8a6d606d375cca1a,fb1906b50638e7e795309417cd776e02c2a0e97cf35b9526628fbb19b9429544,canonical_editorial_winner,,canonical_or_production_validation
unsure,4,4fd79eec70b8e0950502,"{""keep"": 1, ""replace"": 2, ""unsure"": 1}",1862,keep,replace,tg_c0db67b6bec353f4bb347372df011d499bd337d76513f4f5de4a223f3ff99247.png,fee02b2a9335fc8f764e18b9112fc6d35257376aa9432f913e18c50b1204d607,56c38fef8f1f25f442ae11f595091ec70fa406b1d2baa99adedf2a9b8cb878db,replace,,,,mixed_with_unsure,,11edf7eac9dfdcecbffcabc83a3d2e9cf471a7621c3fc55b396a85ea6f316b1b,0ece322a106d6443bef89c14e769b28e8a19db61bbefa53c298cb206c2031ffa,canonical_editorial_winner,,canonical_or_production_validation
replace,4,118c3a8d1866b4668282,"{""replace"": 4}",2203,replace,replace,tg_bfa95080906d7641a3588674108dc5b8943d24614cb41d2980e5767bc4378662.png,5ab74f6bc5e739d322738f14ab5c505303961e137ce6bf0b9147b748f0c7b022,f6c8184a46df34d9c21dcdf5dbb1616726c40b9dec6c6de3a72a6aa48466eeb8,replace,,,,4_replace,,88f3fff230f62ff584424e04ad83c9dded4daab6dae6823901fd3dfad33eeb18,a4a987cdde97c2a8a9a7ec8cfd0acdc49af065a217ef8ed0c2e817754fa5e97e,canonical_editorial_winner,,canonical_or_production_validation
replace,4,6854a13f8684495c3ed9,"{""replace"": 4}",1941,replace,replace,tg_5ceb13e34965449fa47555c1e2108e196fb1570290539ef580758be01671a614.png,e79ef80c99ddaeaa82d56f4d38bd3a83de847ca73b87fb61b0e0e981b1488663,7af0bbc8a4fe0a141699d943d3bf17536d538e1b98058e90c945587d2fb5c806,replace,,,,4_replace,,c0c32157b6d7769e2a5210f7c88c2f88b09a8fac2a6e68d38c65df8ba0b32f8a,cc31169b91e03f39caf805734be0fb1dcc08c8289016b7e3e34815530004a043,canonical_editorial_winner,,canonical_or_production_validation
replace,4,e658015c3c4d10d841bb,"{""replace"": 4}",2091,replace,replace,tg_115f2b69f05bd8ad48114ece66c3c31d0149f85335b9a9c884a4d790d3268fa0.png,ed646c444abde7ce1d687af4f1798f418bc86acc4aeb70384d823499dd68effb,16d806c2c6e89ec7589c6db91d777126c6aee25db46298a4697eeb5829c5927c,replace,,,,4_replace,,a0096b5319d7e3afee47a1aa933876c7e17bcf0680018cafd018675a919de37c,f21b03167596dc30e89a4412b183ed00825706030ff8a4eee471d41b9b5b3d2e,canonical_editorial_winner,,canonical_or_production_validation
unsure,4,540946c3ba9d5d455d10,"{""keep"": 1, ""replace"": 2, ""unsure"": 1}",2206,keep,replace,tg_fbaf32a54650f629731270135c319348343a6c08189e71f22ccb74b1a1d89521.png,14a3775d2dafe3e60d864e68ba39c824b9b591e4162828e9d0a5f5afa2c9b3e3,420fcb659b707e5b9942000888b2c29c8da2a1483e5a8c2c6af52a2df2dd6208,replace,,,,mixed_with_unsure,,7204e3dc8c1506caeb6f9736165e6f682cc78c645827e26160ac653d69d95e46,6ce062f766de2e605a62853639dcef2be3e92d097b7d69533e3711975447114b,canonical_editorial_winner,,canonical_or_production_validation
replace,4,fa7f74d9c72c1e22a676,"{""replace"": 4}",1962,replace,replace,tg_f132ff5d665aea62ccdcef9f6e14da4da22ecbca330d8dfe3175b93b47c28161.png,5ccc106dfddabd5554e7c714aa84272049c35992274cfe434ac8de5d35ace056,510a2541b2ac099672e47a84928c552a56a1d1817440f3ba5a4e5edb602e995c,replace,,,,4_replace,,08da8f9db0340ded3561ade481fa2d32d15c926401de3ab5278fef30ee5af002,4ac9c0148408ada0192ebedefab8a0910fbce8bbbb5c6a37288dbc1d7ad410f9,canonical_editorial_winner,,canonical_or_production_validation
