case_id,quote_hash,current_winner,challenger,provenance,trace_file,post_index,current_sha256,challenger_sha256,production_score,topic_score,editorial_quality,eligibility_verified
f0858d5ba37a30559e98,8ee86fceccc2ab211e6b4f20764ba758d8b0278c1fcaa2f46c302f2d440c61b1,tg_d116b04e74175d66ec440a8cb9c207a3f2d93f5f8cc55115ba00d25fcd3da08f.png,tg_a19e13783f2b7b47348d1e95ece8445a69b5bb21b8312628c2cea66ccc2563ac.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0010/selections.jsonl,198,f904a13136da43e43ca5b3aa646a006354698eb3df68910759a4e0fedfbf627b,cf5edae4489663f050d0de1c94dc27409acfe65164a0b8093091979c93980011,63.491496,27.29149581161655,90,True
f7919a292b295182ddf6,8ee86fceccc2ab211e6b4f20764ba758d8b0278c1fcaa2f46c302f2d440c61b1,tg_fbaf32a54650f629731270135c319348343a6c08189e71f22ccb74b1a1d89521.png,tg_8d9fa1bf449aa2112a5e80faa2999485caf0d3d00dc7963cde47ef3387eec003.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0017/selections.jsonl,31,e571ed517f83231a9a798627bad251811bf0c5e0a63d0a9d7b4098ffae7278bf,b38dc848b990c202e5b6cafe379a1857ce2874d10ed70f7fddd5f9ff6d521d9c,76.391814,38.19181376980949,90,True
51e6eaa31172e2c1f669,90a6e7991136e4ca46e618b5ff3cc570de1d16f1f47f69bfdc11e7004b44ee1d,tg_8312afd41d8a4871f7c62f21e6bab0840e48aef15d48e311fc152cc1e1d03e1d.png,tg_d116b04e74175d66ec440a8cb9c207a3f2d93f5f8cc55115ba00d25fcd3da08f.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0001/selections.jsonl,128,61a8bc7842fe4b83170e52b8c10a3a454d613ef6dcc8d8bca0828f269ac0e000,f904a13136da43e43ca5b3aa646a006354698eb3df68910759a4e0fedfbf627b,57.979527,25.61952735684057,88,True
5fc09adb9e8c26fe6a4a,9e66d045369a9ef049c406343e8f49f0fdd664d39121e6e9bd118b967befa3cb,tg_0056972ab9debcb840c36ac23ad0387e715cb22fc4ed49dbcf35159f83592aa5.png,tg_a19e13783f2b7b47348d1e95ece8445a69b5bb21b8312628c2cea66ccc2563ac.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0013/selections.jsonl,146,2beeca3ab674727584033790bd233b3302349040437bd90284165b2fc691b8d9,cf5edae4489663f050d0de1c94dc27409acfe65164a0b8093091979c93980011,58.491496,27.29149581161655,90,True
8bf11163cff70da7f79f,9e66d045369a9ef049c406343e8f49f0fdd664d39121e6e9bd118b967befa3cb,tg_0056972ab9debcb840c36ac23ad0387e715cb22fc4ed49dbcf35159f83592aa5.png,tg_d116b04e74175d66ec440a8cb9c207a3f2d93f5f8cc55115ba00d25fcd3da08f.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0012/selections.jsonl,151,2beeca3ab674727584033790bd233b3302349040437bd90284165b2fc691b8d9,f904a13136da43e43ca5b3aa646a006354698eb3df68910759a4e0fedfbf627b,59.651496,27.29149581161655,88,True
ae88d2ac1a32760b777a,a5d5247aeaf51c12cf4cde9b4e00709f034edc201bf2d62d8c39ca16c4854ff3,tg_6ecc88f6e06f86515044a409421f059b2cf756001b9a6929a0183808a9b2e19e.png,tg_8032ac6c90f358c9f5146680280edda94a7475b752b3c8e64c1670ba64986822.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0018/selections.jsonl,16,59e930da6593f1858876467f1c2426399d003b4b5733836f17da9baf594877ea,c23f6a374a45a548fbcec9d004ba45c454b4e84980a73ea21fefccce2ef2bef8,121.550205,111.75020513619245,85,True
acff00ba44055ff3f449,bc0fe2f571f31ab6d3bb085d27f048307afb25a864f6b5a9caaec3b3ea0661ae,tg_0056972ab9debcb840c36ac23ad0387e715cb22fc4ed49dbcf35159f83592aa5.png,tg_d116b04e74175d66ec440a8cb9c207a3f2d93f5f8cc55115ba00d25fcd3da08f.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0014/selections.jsonl,151,2beeca3ab674727584033790bd233b3302349040437bd90284165b2fc691b8d9,f904a13136da43e43ca5b3aa646a006354698eb3df68910759a4e0fedfbf627b,94.374702,63.0147017632505,88,True
38f264251a7faff45128,bc0fe2f571f31ab6d3bb085d27f048307afb25a864f6b5a9caaec3b3ea0661ae,tg_8d9fa1bf449aa2112a5e80faa2999485caf0d3d00dc7963cde47ef3387eec003.png,tg_fbaf32a54650f629731270135c319348343a6c08189e71f22ccb74b1a1d89521.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0018/selections.jsonl,19,b38dc848b990c202e5b6cafe379a1857ce2874d10ed70f7fddd5f9ff6d521d9c,e571ed517f83231a9a798627bad251811bf0c5e0a63d0a9d7b4098ffae7278bf,128.575338,84.81533767963639,88,True
530dd6715d596f34e6cb,d8d6c7072f6270973723a19a5957f4a8010ebe58d444fc58726504aff276c48d,tg_cf7a03be1c6e34efbcfec0cc8010544e2deab777a05cb0193d237814244f5c8e.png,tg_7fcbc9b9b70b6bf56c1d90c0a6e34ecf0e9e31db416700afc372265999e35370.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0019/selections.jsonl,115,1c9d5f0854195b3bd26298b0365a4390e1cefcdadbb675111a2457095eac4a17,acdead7aeb311cea7283f0d29b80d6e1d308a8a42d342fc477ccdac10a7d489e,48.669619,32.80961894061859,88,True
78aefa753cafa62472f9,d91d9b8211e3f37a74c51f6dc9eb4c0b96fc398228489ad81758ec9556ec1d95,tg_0056972ab9debcb840c36ac23ad0387e715cb22fc4ed49dbcf35159f83592aa5.png,tg_d116b04e74175d66ec440a8cb9c207a3f2d93f5f8cc55115ba00d25fcd3da08f.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0005/selections.jsonl,108,2beeca3ab674727584033790bd233b3302349040437bd90284165b2fc691b8d9,f904a13136da43e43ca5b3aa646a006354698eb3df68910759a4e0fedfbf627b,115.075763,73.71576257543468,88,True
3edeb287c07907e91e76,d91d9b8211e3f37a74c51f6dc9eb4c0b96fc398228489ad81758ec9556ec1d95,tg_8d9fa1bf449aa2112a5e80faa2999485caf0d3d00dc7963cde47ef3387eec003.png,tg_fbaf32a54650f629731270135c319348343a6c08189e71f22ccb74b1a1d89521.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0006/selections.jsonl,4,b38dc848b990c202e5b6cafe379a1857ce2874d10ed70f7fddd5f9ff6d521d9c,e571ed517f83231a9a798627bad251811bf0c5e0a63d0a9d7b4098ffae7278bf,132.143628,76.38362753961898,88,True
a9815ad9cd0ff0fd88d8,d91d9b8211e3f37a74c51f6dc9eb4c0b96fc398228489ad81758ec9556ec1d95,tg_fbaf32a54650f629731270135c319348343a6c08189e71f22ccb74b1a1d89521.png,tg_0056972ab9debcb840c36ac23ad0387e715cb22fc4ed49dbcf35159f83592aa5.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0011/selections.jsonl,46,e571ed517f83231a9a798627bad251811bf0c5e0a63d0a9d7b4098ffae7278bf,2beeca3ab674727584033790bd233b3302349040437bd90284165b2fc691b8d9,122.592755,67.3927553016534,90,True
