both_policies_same_alternative,editorial,identity,post_index,production,production_editorial_same,production_identity_same,quote_hash,quote_text,run_id
False,t35.jpg,t35.jpg,11,t35.jpg,True,True,9c84eb3fbb816db3d01e30e4ab2c09b4c57ade38214abaf4d9db4aedb94da8f4,"We were the first country to attempt and to succeed in rolling back the frontiers of socialism, which is the first cousin to communism.",run_0000
False,tg_61a9371a23ddbb958d63bdc98006bcb3eb7780f7468b67a87d8ab40a4db873e2.png,tg_61a9371a23ddbb958d63bdc98006bcb3eb7780f7468b67a87d8ab40a4db873e2.png,12,tg_61a9371a23ddbb958d63bdc98006bcb3eb7780f7468b67a87d8ab40a4db873e2.png,True,True,d5371da309d337df802d77431c030251c5fa2c0d453c7e3cc683895f9438875c,"Marxists are quite unable to say why a proletarian revolution, a hate-filled and violent act of expropriation, should be morally cleansing and lead to a better society.",run_0000
False,t50.jpg,t50.jpg,13,t50.jpg,True,True,81ec5dbd93f167128cd36339f3195eb1b2e9ac6aef69d1ac62395be8ff421c2b,"To set the record straight - once again - I have never minimised the importance of society, only contested the assumption that society means the State rather than other people.",run_0000
False,t51.jpg,t66.jpg,14,t66.jpg,False,True,01d50c556a2d6283599e8c1eaa04925d42a5b499cc1c5a22925c7cb44097e1ea,"The Britain I want is a country which once again is known throughout the world for its integrity, its industry, the calibre of its people and its valiant championship of justice and truth.",run_0000
False,tg_661b01c39a8d223df51cd0365e79ffe7e3c4f86ac81fa0af114ce95be49cb831.png,tg_661b01c39a8d223df51cd0365e79ffe7e3c4f86ac81fa0af114ce95be49cb831.png,15,tg_661b01c39a8d223df51cd0365e79ffe7e3c4f86ac81fa0af114ce95be49cb831.png,True,True,75f102a1b859b3fb5b260f7a35da8a63eeddbf04babd3ed2cdcac22889acd2c0,I look to the day when we throw off the Socialist yoke and together turn to the task of setting our country on the road to a real and lasting recovery.,run_0000
False,t27.jpg,t51.jpg,16,t51.jpg,False,True,283636fc2526ccd22c302f80f6c494c36ec1e612d16f9b5a145d4eca70b14e9b,"There has come into existence a fashionable view that there is no need to accept the verdict of the majority, that the minority should be quite free to bully, even coerce, to get the verdict reversed.",run_0000
False,t47.jpg,t47.jpg,17,t47.jpg,True,True,cd6a642bb6539c6b79098f1d599f9dba9c12fc5d9a190caf74cd452f7f9d10d5,Fear is not the basis for foreign policy.,run_0000
False,tg_8801edc3bfe1b10de36f91a999f8228b1f9640ec9fc18bbd0a6244c5bfad3906.png,tg_8801edc3bfe1b10de36f91a999f8228b1f9640ec9fc18bbd0a6244c5bfad3906.png,18,tg_8801edc3bfe1b10de36f91a999f8228b1f9640ec9fc18bbd0a6244c5bfad3906.png,True,True,a9b4ea7f342a8cbc4ae919c097a9e968d5617e956dd0439e8f423fb6c8dc9942,"To me, consensus seems to be the process of abandoning all beliefs, principles, values and policies. So it is something in which no one believes and to which no one objects.",run_0000
False,t10.jpg,t01.jpg,19,t01.jpg,False,True,9fb9d64dde4a7867de9d3b7d8ed9a353f83ad58648f014139f9b6e45a8536da1,In my view dictators do not surrender. They have to be well and truly defeated.,run_0000
False,t01.jpg,t26.jpg,20,t41.jpg,False,False,661b01c39a8d223df51cd0365e79ffe7e3c4f86ac81fa0af114ce95be49cb831,"Of course, there is some poverty in capitalist societies: but there is far more poverty - as well as far less freedom - in socialist ones.",run_0000
False,tg_6ecc88f6e06f86515044a409421f059b2cf756001b9a6929a0183808a9b2e19e.png,tg_6ecc88f6e06f86515044a409421f059b2cf756001b9a6929a0183808a9b2e19e.png,21,tg_6ecc88f6e06f86515044a409421f059b2cf756001b9a6929a0183808a9b2e19e.png,True,True,a5d5247aeaf51c12cf4cde9b4e00709f034edc201bf2d62d8c39ca16c4854ff3,"There'll never be a perfectly balanced economy. There's no such thing as total security. No job, no business can be guaranteed for ever. No government can free the people from material worries. But government can make people poor. It can waste what people create. Or it can provide the conditions which favour those private efforts and endeavours that bring prosperity.",run_0000
False,t65.jpg,t65.jpg,22,t65.jpg,True,True,d7d3544e2604dbc944cbf125a25848e216f3e29c5f8ec445e31e63abebb9fc8e,"Power as a Minister doesn't give you power over the people. In the end, it's the people who have power over you.",run_0000
False,t16.jpg,t16.jpg,23,t16.jpg,True,True,209e48a0ae48769dc2830d6963615fcc526d95ccd3b12442f6106dcd206ea14e,There can be no freedom without a free enterprise economy. Every free country in the world is a free enterprise country.,run_0000
False,tg_5e892c3dc2c64f50bfa16bae89ebe44c7e8176e90d70096859d3588c364d4442.png,tg_5e892c3dc2c64f50bfa16bae89ebe44c7e8176e90d70096859d3588c364d4442.png,24,tg_5e892c3dc2c64f50bfa16bae89ebe44c7e8176e90d70096859d3588c364d4442.png,True,True,bfa95080906d7641a3588674108dc5b8943d24614cb41d2980e5767bc4378662,And what a prize we have to fight for: no less than the chance to banish from our land the dark divisive clouds of Marxist socialism.,run_0000
True,t41.jpg,t41.jpg,25,t02.jpg,False,False,06629311412b5ce9a5bd718aa31aaeb3f30b17b8924098d67dca6c6e5203ee02,"Labour remains socialist, socialism is a creed which, by its very nature, is central control over the lives of people. Less freedom for people to use their own talents and abilities and make their own decisions, more power by government over people.",run_0000
False,t17.jpg,t27.jpg,26,t27.jpg,False,True,e90f4a60edbc00c3e3126b604ade8e6aa4e452f45d17414b944babce64ccd609,"Socialists say ""Government aid"". What they mean is ""taxpayers' aid"".",run_0000
False,tg_824439e38ce85afa03c44fdee8ce1845235937862c05610fc5636db8767546af.png,tg_824439e38ce85afa03c44fdee8ce1845235937862c05610fc5636db8767546af.png,27,tg_824439e38ce85afa03c44fdee8ce1845235937862c05610fc5636db8767546af.png,True,True,eb1d2ebaac7e321e67174d2db5761d2bd008341ebb04b1abac4d4a927cd7a7d4,If my critics saw me walking over the Thames they would say it was because I couldn't swim.,run_0000
False,t09.jpg,t61.jpg,28,t09.jpg,True,False,91ba4df1020af585a8fe38fe51436f6136428d4e4541bb86c28818a185b94ed8,"If people come to believe that the State or their employer or their union owe them a living; and that, in turn, the world owes Britain a living, we shall have no confidence and no future.",run_0000
False,t68.jpg,t10.jpg,29,t10.jpg,False,True,a88a0bd1754a0ca7d63a1f41a324b80c722f48facd5b138f4e0cbe7c175edd32,"You don't tell deliberate lies, but sometimes you have to be evasive.",run_0000
False,tg_8032ac6c90f358c9f5146680280edda94a7475b752b3c8e64c1670ba64986822.png,tg_8032ac6c90f358c9f5146680280edda94a7475b752b3c8e64c1670ba64986822.png,30,tg_8032ac6c90f358c9f5146680280edda94a7475b752b3c8e64c1670ba64986822.png,True,True,fefc492c45dc2265d37922700e7699addc2ce16f74d4f03f44a281e36c9228c1,"A country's top rate of tax is a symbol. Very little revenue is collected from people in this country who pay tax at the highest rates. A top rate of 83 per cent is not much of a revenue raiser, it is the symbol of British socialism - the symbol of envy. (1978 speech)",run_0000
False,t21.jpg,t02.jpg,31,t26.jpg,False,False,9dc5ca4835ccbf852c20cfa4f12b1bbc0bca099cec991cf44704f69208ff7d9e,"In a system of free trade and free markets poor countries - and poor people - are not poor because others are rich. Indeed, if others became less rich the poor would in all probability become still poorer.",run_0000
False,t61.jpg,t68.jpg,32,t68.jpg,False,True,f900baf560999c350070e4600757cfa22f640c82e510e2f9f5e2c35059263155,"Platitudes? Yes, there are platitudes. Platitudes are there because they are true.",run_0000
False,tg_d4013aa361485ab2894f71e426c705de78455e93d37fe3f4d2ae27727c70c88c.png,tg_d4013aa361485ab2894f71e426c705de78455e93d37fe3f4d2ae27727c70c88c.png,33,tg_d4013aa361485ab2894f71e426c705de78455e93d37fe3f4d2ae27727c70c88c.png,True,True,c5d53bc0acdfd5d99f34fcaa9963cf742d3f2c67a49fe49259cb3afb17e41956,"Communism was the regime for the privileged elite, capitalism the creed for the common man.",run_0000
False,t02.jpg,t21.jpg,34,t21.jpg,False,True,9efcca12a991db11a019126881080676677742613499ab9623b2048120c23997,"I am a great admirer of Professor Hayek. Some of his books are absolutely supreme - ""The Constitution of Liberty"" and the three volumes on ""Law, Legislation and Liberty"" - and would be well read by almost every hon. Member.",run_0000
False,t26.jpg,t03.jpg,35,t03.jpg,False,True,2a4c080a88934c20c64f8c8a793f2aa39fbc653108387d1af27dca8f885a9f14,The Socialist myth is that we can preserve our freedoms without defending them. The truth is that in a dangerous world our ability to defend ourselves is essential to preserve peace.,run_0000
False,tg_8d9fa1bf449aa2112a5e80faa2999485caf0d3d00dc7963cde47ef3387eec003.png,tg_8d9fa1bf449aa2112a5e80faa2999485caf0d3d00dc7963cde47ef3387eec003.png,36,tg_8d9fa1bf449aa2112a5e80faa2999485caf0d3d00dc7963cde47ef3387eec003.png,True,True,6871cbac95a92fcbc6b383ed1031d694399351a54e3bf1c81bd86239a1b807e4,"There is still in our own countries, particularly in the media class, a pervasive culture of puerile anti-westernism that needs to be changed.",run_0000
False,t04.jpg,t04.jpg,37,t04.jpg,True,True,bbef6a7437faac76049e2e2dd3b1a604990bf6ce820c7e27a25b8540da8772be,"Britain is not just another country. We are the country which has always stood at the forefront in defence of freedom. We are the country which stood alone when Europe fell. And we are the country which, for over nine hundred years, has held out against foreign occupation.",run_0000
False,t18.jpg,t18.jpg,38,t18.jpg,True,True,27b9bc245abb7d5e022924fd6a02b346fc4a3dfb7837c974cb569461412be069,"We believe that individuals have a right to liberty that no state can take away. That Government is the servant of the people, not its master. That the role of Government is to strengthen our freedom, not deny it. That the economic role of Government is to establish a climate in which enterprise can flourish, not to elbow enterprise out of the way.",run_0000
False,tg_bd0a36b2007a17e5bc60d6104427e2b03f138bd0ebf8230f4abb07e6fa3b4ac1.png,tg_bd0a36b2007a17e5bc60d6104427e2b03f138bd0ebf8230f4abb07e6fa3b4ac1.png,39,tg_bd0a36b2007a17e5bc60d6104427e2b03f138bd0ebf8230f4abb07e6fa3b4ac1.png,True,True,486ac8259439d7b2857b5accce1e57ee83bce66c0408024af831510649a4ef5e,No-one with a conscience can let this go on.,run_0000
False,t03.jpg,t22.jpg,40,t22.jpg,False,True,a19e13783f2b7b47348d1e95ece8445a69b5bb21b8312628c2cea66ccc2563ac,"Don't follow the crowd, let the crowd follow you.",run_0000
False,t62.jpg,t62.jpg,41,t62.jpg,True,True,ec3b101e2df20999be5599c41d5da597e652edc610186684fbc504412392d0a1,"Our policy is not built on envy or hatred, but on liberty for the individual man or woman.",run_0000
False,tg_f4323817daee5cef16fa5d83879823f2da5506152fcb7b1b1ce5c777ac036d4d.png,tg_f4323817daee5cef16fa5d83879823f2da5506152fcb7b1b1ce5c777ac036d4d.png,42,tg_f4323817daee5cef16fa5d83879823f2da5506152fcb7b1b1ce5c777ac036d4d.png,True,True,fb1906b50638e7e795309417cd776e02c2a0e97cf35b9526628fbb19b9429544,Being prime minister is a lonely job... you cannot lead from the crowd.,run_0000
False,t42.jpg,t14.jpg,43,t61.jpg,False,False,880a2f32c7d03b24c72c6e4e3d8c5799c6a7af14a9497f11881aeddb123d5be7,The spirit of freedom is too strong and too resilient to be crushed by the tanks of tyrants. The same is true in other parts of the world which suffer from the brutality of despotism.,run_0000
False,t52.jpg,t60.jpg,44,t60.jpg,False,True,f04bbe960191c8eb537ecf87aa340fb2ae28076d25b791c06a5f0d3a82c9886b,Socialists are nothing if not great levellers - down.,run_0000
False,tg_c0db67b6bec353f4bb347372df011d499bd337d76513f4f5de4a223f3ff99247.png,tg_c0db67b6bec353f4bb347372df011d499bd337d76513f4f5de4a223f3ff99247.png,45,tg_c0db67b6bec353f4bb347372df011d499bd337d76513f4f5de4a223f3ff99247.png,True,True,0ece322a106d6443bef89c14e769b28e8a19db61bbefa53c298cb206c2031ffa,Our sovereignty does not come from Brussels - it is ours by right and by heritage.,run_0000
False,t22.jpg,t09.jpg,46,t14.jpg,False,False,4566b8fa144de0e512c43478beeac43f44f80ca9c90acf018506c1829c9cbfff,"Whatever international action we agree upon to deal with environmental problems, we must enable all our economies to grow and develop because without growth you cannot generate the wealth required to pay for the protection of the environment.",run_0000
False,t14.jpg,t12.jpg,47,t12.jpg,False,True,3ba6cfba4bbf0673ce1cf563fb9de4821aded8422c64cbcd4218bf8da951f24d,"In today's world, monopoly trade unions have immense potential for destruction and can inflict severe damage and hardship on their fellow workers - indeed on their fellow trade unionists.",run_0000
False,tg_bfa95080906d7641a3588674108dc5b8943d24614cb41d2980e5767bc4378662.png,tg_bfa95080906d7641a3588674108dc5b8943d24614cb41d2980e5767bc4378662.png,48,tg_bfa95080906d7641a3588674108dc5b8943d24614cb41d2980e5767bc4378662.png,True,True,a4a987cdde97c2a8a9a7ec8cfd0acdc49af065a217ef8ed0c2e817754fa5e97e,We will not take money in taxes from those who work hard and pay it out to those who don't. We are trying to roll back the tide of Socialism. We must get 'stuck in' and sort out our problems in our traditional British way instead of asking the Government to intervene every time.,run_0000
False,t12.jpg,t42.jpg,49,t42.jpg,False,True,3ceb27465a268a65848bfeaf1eb0171a691bbc27b42f74ea43131e5fe96e6eea,"A free society is inseparable from a free economy. It is impossible to have the first without the second. Yet Socialists do not believe in a free economy. They believe instead in state control. They believe, too, in the Government spending money before it has been earned.",run_0000
False,t31.jpg,t67.jpg,50,t67.jpg,False,True,e28d24c49780a4d8a0c248097ee4962f941fdf1b2ec687a1bf52cddabc95995b,Capitalism is the moral way of running an economy.,run_0000
False,tg_5ceb13e34965449fa47555c1e2108e196fb1570290539ef580758be01671a614.png,tg_5ceb13e34965449fa47555c1e2108e196fb1570290539ef580758be01671a614.png,51,tg_5ceb13e34965449fa47555c1e2108e196fb1570290539ef580758be01671a614.png,True,True,cc31169b91e03f39caf805734be0fb1dcc08c8289016b7e3e34815530004a043,Modern liberty rests upon three pillars. They are: representative democracy; economic freedom; and the rule of law.,run_0000
False,t67.jpg,t57.jpg,52,t57.jpg,False,True,34114f8f8fa580a2cb413c481408094ad2a8675ebb59955cf8c7d665897d8381,Free enterprise has a universal truth at its heart: to create a genuine market in a state you have to take the state out of the market.,run_0000
False,t57.jpg,t31.jpg,53,t31.jpg,False,True,f4323817daee5cef16fa5d83879823f2da5506152fcb7b1b1ce5c777ac036d4d,"European history shows that, first, there's nothing necessarily benevolent about programmes of European integration; second, desire to achieve utopian plans often poses a grave threat to freedom; and third, European unity has been tried before - the outcome was far from happy.",run_0000
False,tg_115f2b69f05bd8ad48114ece66c3c31d0149f85335b9a9c884a4d790d3268fa0.png,tg_115f2b69f05bd8ad48114ece66c3c31d0149f85335b9a9c884a4d790d3268fa0.png,54,tg_115f2b69f05bd8ad48114ece66c3c31d0149f85335b9a9c884a4d790d3268fa0.png,True,True,f21b03167596dc30e89a4412b183ed00825706030ff8a4eee471d41b9b5b3d2e,"Am I alone in suspecting that those in the West, in whose hearts lurked some sympathy with the system the other side of the Berlin Wall, have since been trying to re-write the history of those years?",run_0000
False,t32.jpg,t52.jpg,55,t52.jpg,False,True,c6e7ab55a8630d4b96477677d9bd8215b71672801fbce3b0b1be5dba74515511,"Socialism is only about distribution: first the distribution of the wealth created by free enterprise, then of the poverty created by Socialism.",run_0000
False,t60.jpg,t13.jpg,56,t13.jpg,False,True,ea8ce8b92dda4ec4903e7a3a02642a938a4c69dff6dd73d7135a5b2ba75839cf,We Conservatives don't duck the difficult issues. We face them determined to overcome them.,run_0000
False,tg_fbaf32a54650f629731270135c319348343a6c08189e71f22ccb74b1a1d89521.png,tg_fbaf32a54650f629731270135c319348343a6c08189e71f22ccb74b1a1d89521.png,57,tg_fbaf32a54650f629731270135c319348343a6c08189e71f22ccb74b1a1d89521.png,True,True,6ce062f766de2e605a62853639dcef2be3e92d097b7d69533e3711975447114b,The battle against socialism is more than the attempt to replace economic error by economic truth. It is a battle for moral and spiritual values. It is precisely socialism which promotes universal dependency on the State and the neglect of all primary duties.,run_0000
False,t13.jpg,t32.jpg,58,t32.jpg,False,True,cb0389dcbc1d4532742f73271d0e6b26f62d6b3ada40db984d3a0fa7d25a7a1f,"Socialism does not produce a classless society; on the contrary it produces the most stratified of all societies, divided into two classes: the powerful and the powerless; the party-bureaucratic elite and the manipulated masses.",run_0000
False,t36.jpg,t36.jpg,59,t36.jpg,True,True,b316430b4f3e47f2816d0d7b44c211301234c9521bfa2417864b17be11ea9b32,Politicians mustn't promise more than the people can produce and the people mustn't be taken in by those who do.,run_0000
False,tg_f132ff5d665aea62ccdcef9f6e14da4da22ecbca330d8dfe3175b93b47c28161.png,tg_f132ff5d665aea62ccdcef9f6e14da4da22ecbca330d8dfe3175b93b47c28161.png,60,tg_f132ff5d665aea62ccdcef9f6e14da4da22ecbca330d8dfe3175b93b47c28161.png,True,True,4ac9c0148408ada0192ebedefab8a0910fbce8bbbb5c6a37288dbc1d7ad410f9,The Britain I want is a land which cares for the weak the old and the sick but which says that the able-bodied have the duty and the right to shape their own lives.,run_0000
False,t40.jpg,t40.jpg,61,t40.jpg,True,True,df956326a0b406392992c8aa43eb2b0c4a258c31db85dc93d3237f3fc8ef20d2,"State-enforced egalitarianism is always the foe of freedom. For ""while democracy seeks equality in liberty, socialism seeks equality in restraint and servitude.""",run_0000
False,t48.jpg,t48.jpg,62,t48.jpg,True,True,63a705d3b574f9294af663894a908053d17df31c1b177fca7997caa36299a5f5,Governments should not run business.,run_0000
False,t05.jpg,t05.jpg,63,t05.jpg,True,True,5f343702a183a99143ff0935165238b5d5ee0732521a258470450e207fb147e5,It is our job to go about telling everybody to obey the law.,run_0000
False,tg_2a4c080a88934c20c64f8c8a793f2aa39fbc653108387d1af27dca8f885a9f14.png,tg_8312afd41d8a4871f7c62f21e6bab0840e48aef15d48e311fc152cc1e1d03e1d.png,64,tg_2a4c080a88934c20c64f8c8a793f2aa39fbc653108387d1af27dca8f885a9f14.png,True,False,8312afd41d8a4871f7c62f21e6bab0840e48aef15d48e311fc152cc1e1d03e1d,"Those who use this country's great tradition of freedom of speech should not seek to deny that same freedom to others, especially to those who, like Mr Powell, spent their war years in distinguished service in the Forces.",run_0000
False,t20.jpg,t20.jpg,65,t20.jpg,True,True,1993fc02d1ec12c56b6b181dcb12f2c2145b3a373861a365088fe2b1137a9192,A Labour Britain would be a neutralist Britain. It would be the greatest gain for the Soviet Union in forty years. And they would have got it without firing a shot.,run_0000
False,t24.jpg,t24.jpg,66,t24.jpg,True,True,685ddfab242fe45cafc203a937769a4fe925423baf80e022b6e2e4411dd3ce90,"When socialist countries are to be found helping out capitalist countries in their hour of need rather than vice-versa, then - and only then - should we question the system which makes us rich, healthy and secure.",run_0000
False,tg_ed515fa28c753e1b4650464a11264668a794923c500410c74d6aa85b2f88b417.png,tg_ed515fa28c753e1b4650464a11264668a794923c500410c74d6aa85b2f88b417.png,67,tg_ed515fa28c753e1b4650464a11264668a794923c500410c74d6aa85b2f88b417.png,True,True,cac5746ca684f9611a25dcfb6b024ed63bfb3d41b2fa4c5c3d6e44290378d4ea,Nazism (national Socialism) and communism (international socialism) were but two sides of the same coin.,run_0000
False,t25.jpg,t25.jpg,68,t25.jpg,True,True,d4013aa361485ab2894f71e426c705de78455e93d37fe3f4d2ae27727c70c88c,Everywhere there is a crisis of Socialism. Everywhere a confirmation that capitalism produces freedom and prosperity.,run_0000
False,t51.jpg,t51.jpg,69,t51.jpg,True,True,0dece118f1c2b0a5179b4dfca4b897c5b6828965aff371f1c2b2f8d5fd413a9c,Many senior policemen put greater emphasis on maintaining 'order' than on upholding the law. In practice that meant failing to uphold the rights of individuals against the rule of the mob.,run_0000
False,tg_56ad83fce3f67cb04eaa9bf4baaf858d776971e7e52f29e9c97f58a1b964e2f7.png,tg_56ad83fce3f67cb04eaa9bf4baaf858d776971e7e52f29e9c97f58a1b964e2f7.png,70,tg_56ad83fce3f67cb04eaa9bf4baaf858d776971e7e52f29e9c97f58a1b964e2f7.png,True,True,5d362ba54e7c2a8a0e70353dfe3d434ef151b45d9b49b76d3297d6c55a1c41a1,"You and I come by road or rail, but economists travel on infrastructure.",run_0000
False,t59.jpg,t59.jpg,71,t59.jpg,True,True,d9acc52446c0e8c7b1ba16c04ffd21a9cf2329f8b64078f531aa132547445dba,"I've seen and heard so many things on the BBC that infuriate me almost every day of the week - tendentious reporting, unfair comment, unbearable violence and vulgarity - that I hesitate to say yes when any part of the BBC asks me to do anything.",run_0000
False,t11.jpg,t11.jpg,72,t11.jpg,True,True,0164db2b98a39c5cef9d5a6182b3988a16364f514e04be366a39fa1b35254b27,"In the Conservative Party, we have no truck with outmoded Marxist doctrine about class warfare. For us, it is not who you are, who your family is or where you come from that matters. It is what you are and what you can do for our country that counts. That is our vision.",run_0000
False,t68.jpg,t47.jpg,73,t47.jpg,False,True,8868d3b5b60f2860eeacadc90620dd160196466d2d5d21013aa277f8aef51c01,"Being in power is like being a lady... if you have to tell people you are, you aren't.",run_0000
False,tg_063b2c3fd5a61ea4fd955bed8d11b523ee5634086c647e378aaf33e3784abcf7.png,tg_063b2c3fd5a61ea4fd955bed8d11b523ee5634086c647e378aaf33e3784abcf7.png,74,tg_063b2c3fd5a61ea4fd955bed8d11b523ee5634086c647e378aaf33e3784abcf7.png,True,True,bab24f7b3ae332817862430c146968a8179f1d6610af50ede8b9218a6c0eb760,When we can't run our own financial affairs properly - we don't command much respect in the world.,run_0000
False,t06.jpg,t06.jpg,75,t06.jpg,True,True,3faefc589e861823bd4f1f30807535defbadc6177404872bf326e1297c8fb13d,State Socialism is not in the character of the British people. It has no place in our traditions. It has no hold on our hearts.,run_0000
False,t43.jpg,t43.jpg,76,t43.jpg,True,True,a9426dce186893768be1d61ea3ca82d90d05667d085c5a3d217e3a08059eba5b,"You know, there's a vindictive streak to Socialism that seems to be indelible.",run_0000
False,tg_1a1d47475ade7da4e7e32a3dfef2e1aadb479df288d6a502a7d5f93f96e11500.png,tg_a9426dce186893768be1d61ea3ca82d90d05667d085c5a3d217e3a08059eba5b.png,77,tg_1a1d47475ade7da4e7e32a3dfef2e1aadb479df288d6a502a7d5f93f96e11500.png,True,False,771fd65c34f85b3d99e5ad9b6955d6ac5d33d572acbd63d2fc7d3454237c30d1,"The UN depends on consensus & that is simply not an adequate basis for action or for readiness to take combat risks. If we try to rely solely on the UN, we shall rapidly come to see it is as an illusion factory, where copious resolutions become a substitute for effective action.",run_0000
False,t58.jpg,t58.jpg,78,t58.jpg,True,True,1bac978f8c38d97a48ee09d4244af57592f1a26a088562954ae24ea56943e662,Their hand is in your pocket all the time. They restrict your choice and make you pay for it.,run_0000
False,t35.jpg,t35.jpg,79,t35.jpg,True,True,89a8094f46d46cffc167db6c5c2cc5c50d33b0eba525ffc0dbcc2921b7fae9b5,"Well, you know, the opinion polls can be very deceptive indeed. The only real opinion poll are election polls.",run_0000
False,tg_41278618713255420e6676088c07312c0d90d6e688f7c1f58d9dfd33ec3c494f.png,tg_41278618713255420e6676088c07312c0d90d6e688f7c1f58d9dfd33ec3c494f.png,80,tg_41278618713255420e6676088c07312c0d90d6e688f7c1f58d9dfd33ec3c494f.png,True,True,e7555410185c8198a1bcc5388545d622df4dfcd1fc2009ecb15c6dffcb32180c,I've no idea why people keep attacking me. I don't deserve it at all.,run_0000
False,t08.jpg,t08.jpg,81,t08.jpg,True,True,6abe034f1de82a057490eb8b4b3e8a8900c7064a80bddcc7be2a742404f078e2,People's greatest fear is that they will lose their national identity... we ought not to be moving towards government by a technocratic elite: that is precisely what the peoples of Eastern Europe are moving away from.,run_0000
False,t33.jpg,t33.jpg,82,t33.jpg,True,True,c70676b9a1adc20b7b22b33bfb6d43acdcbb2d9990265d93ec565daa87ae6434,"Isn't it time we spoke up for our way of life? After all, no Western nation has to build a wall round itself to keep its people in.",run_0000
False,tg_0f3c7da5b7971b89c68fb0a5a07b1b23c563c32a94ee6b3ae5a77fce11d95bcc.png,tg_0f3c7da5b7971b89c68fb0a5a07b1b23c563c32a94ee6b3ae5a77fce11d95bcc.png,83,tg_0f3c7da5b7971b89c68fb0a5a07b1b23c563c32a94ee6b3ae5a77fce11d95bcc.png,True,True,74539c04c492f1b8147b584a781b2f32c7f4f68e8c2f6773ff9415ff31c1a2b3,The only way to do the best you can is to work as hard as you can.,run_0000
False,t44.jpg,t44.jpg,84,t44.jpg,True,True,c865e3a84539936d5020533a5d571daef9f6ab5fe06dae121fd0087cdee7b92a,"We must be alert to the dangers of over-regulation and creeping control, which any number of fashionable and politically correct agendas demand and which any variety of power-hungry politician will eagerly supply.",run_0000
